caseid,altid,casenum,altnum,chose,ivtt,ovtt,tottime,totcost,hhid,perid,numalts,dist,wkzone,hmzone,rspopden,rsempden,wkpopden,wkempden,vehavdum,femdum,age,drlicdum,noncadum,numveh,hhsize,hhinc,famtype,hhowndum,numemphh,numadlt,nmlt5,nm5to11,nm12to16,wkccbd,wknccbd,corredis,vehbywrk,vocc,wgt
3991,3,3991,3,0,20.7,2,22.7,16.22,7393,2,2,5.91,426,408,17.6,29.57,23.22,9.94,1,0,53,0,1,1,2,37.5,1,1,2,2,0,0,0,0,1,0,0.5,2,1
3991,4,3991,4,0,17.24,58.24,75.48,75,7393,2,2,5.91,426,408,17.6,29.57,23.22,9.94,1,0,53,0,1,1,2,37.5,1,1,2,2,0,0,0,0,1,0,0.5,2,1
3992,1,3992,1,1,23.3,2,25.3,129.49,7394,1,2,14.67,404,266,11.41,20.22,8.67,12.73,1,1,58,1,0,1,1,55,7,1,1,1,0,0,0,0,0,0,1,1,1
3992,2,3992,2,0,25.2,2,27.2,64.75,7394,1,2,14.67,404,266,11.41,20.22,8.67,12.73,1,1,58,1,0,1,1,55,7,1,1,1,0,0,0,0,0,0,1,1,1
3992,3,3992,3,0,27.2,2,29.2,37,7394,1,2,14.67,404,266,11.41,20.22,8.67,12.73,1,1,58,1,0,1,1,55,7,1,1,1,0,0,0,0,0,0,1,1,1
3992,4,3992,4,0,54.89,37.76,92.65,75,7394,1,2,14.67,404,266,11.41,20.22,8.67,12.73,1,1,58,1,0,1,1,55,7,1,1,1,0,0,0,0,0,0,1,1,1
3993,1,3993,1,1,8.84,3,11.84,38.37,7396,1,2,4.19,413,404,23.98,35.93,11.41,20.22,1,0,33,1,0,2,1,67.5,7,1,1,1,0,0,0,0,1,0,2,1,1
3993,2,3993,2,0,13.84,3,16.84,19.18,7396,1,2,4.19,413,404,23.98,35.93,11.41,20.22,1,0,33,1,0,2,1,67.5,7,1,1,1,0,0,0,0,1,0,2,1,1
3993,3,3993,3,0,15.84,3,18.84,10.96,7396,1,2,4.19,413,404,23.98,35.93,11.41,20.22,1,0,33,1,0,2,1,67.5,7,1,1,1,0,0,0,0,1,0,2,1,1
3993,4,3993,4,0,12.13,21.09,33.22,75,7396,1,2,4.19,413,404,23.98,35.93,11.41,20.22,1,0,33,1,0,2,1,67.5,7,1,1,1,0,0,0,0,1,0,2,1,1
3994,1,3994,1,1,6.78,3,9.78,28.25,7398,1,2,2.88,417,419,34.62,10.09,23.28,6.71,1,1,36,1,0,2,2,42.5,1,1,2,2,0,0,0,0,1,0,1,1,1
3994,2,3994,2,0,11.78,3,14.78,14.13,7398,1,2,2.88,417,419,34.62,10.09,23.28,6.71,1,1,36,1,0,2,2,42.5,1,1,2,2,0,0,0,0,1,0,1,1,1
3994,3,3994,3,0,13.78,3,16.78,8.07,7398,1,2,2.88,417,419,34.62,10.09,23.28,6.71,1,1,36,1,0,2,2,42.5,1,1,2,2,0,0,0,0,1,0,1,1,1
3994,4,3994,4,0,6.06,28.3,34.36,75,7398,1,2,2.88,417,419,34.62,10.09,23.28,6.71,1,1,36,1,0,2,2,42.5,1,1,2,2,0,0,0,0,1,0,1,1,1
3994,5,3994,5,0,16.2,3,19.2,0,7398,1,2,2.88,417,419,34.62,10.09,23.28,6.71,1,1,36,1,0,2,2,42.5,1,1,2,2,0,0,0,0,1,0,1,1,1
3994,6,3994,6,0,0,0,60.6,0,7398,1,2,2.88,417,419,34.62,10.09,23.28,6.71,1,1,36,1,0,2,2,42.5,1,1,2,2,0,0,0,0,1,0,1,1,1
3995,1,3995,1,1,3.4,3,6.4,12.21,7400,1,2,1.05,417,416,34.62,10.09,16.82,5.59,1,0,18,1,1,2,2,17.5,5,0,1,2,0,0,0,0,1,0,2,1,1
3995,2,3995,2,0,8.4,3,11.4,6.1,7400,1,2,1.05,417,416,34.62,10.09,16.82,5.59,1,0,18,1,1,2,2,17.5,5,0,1,2,0,0,0,0,1,0,2,1,1
3995,3,3995,3,0,10.4,3,13.4,3.49,7400,1,2,1.05,417,416,34.62,10.09,16.82,5.59,1,0,18,1,1,2,2,17.5,5,0,1,2,0,0,0,0,1,0,2,1,1
3995,4,3995,4,0,19.08,35.3,54.38,75,7400,1,2,1.05,417,416,34.62,10.09,16.82,5.59,1,0,18,1,1,2,2,17.5,5,0,1,2,0,0,0,0,1,0,2,1,1
3995,5,3995,5,0,7,3,10,0,7400,1,2,1.05,417,416,34.62,10.09,16.82,5.59,1,0,18,1,1,2,2,17.5,5,0,1,2,0,0,0,0,1,0,2,1,1
3995,6,3995,6,0,0,0,24,0,7400,1,2,1.05,417,416,34.62,10.09,16.82,5.59,1,0,18,1,1,2,2,17.5,5,0,1,2,0,0,0,0,1,0,2,1,1
3996,1,3996,1,1,18.8,2.5,21.3,82.67,7402,2,2,10.81,426,396,17.6,29.57,38.18,12.53,1,0,44,1,0,2,4,37.5,99,1,2,4,0,0,0,0,1,0,1,1,1
3996,2,3996,2,0,22.9,2.5,25.4,41.33,7402,2,2,10.81,426,396,17.6,29.57,38.18,12.53,1,0,44,1,0,2,4,37.5,99,1,2,4,0,0,0,0,1,0,1,1,1
3996,3,3996,3,0,24.9,2.5,27.4,23.62,7402,2,2,10.81,426,396,17.6,29.57,38.18,12.53,1,0,44,1,0,2,4,37.5,99,1,2,4,0,0,0,0,1,0,1,1,1
3996,4,3996,4,0,37.7,47.72,85.42,75,7402,2,2,10.81,426,396,17.6,29.57,38.18,12.53,1,0,44,1,0,2,4,37.5,99,1,2,4,0,0,0,0,1,0,1,1,1
3996,5,3996,5,0,47.4,2.5,49.9,0,7402,2,2,10.81,426,396,17.6,29.57,38.18,12.53,1,0,44,1,0,2,4,37.5,99,1,2,4,0,0,0,0,1,0,1,1,1
3997,1,3997,1,1,9.76,4.5,14.26,39.33,7405,1,2,4.19,386,396,19.32,46.43,38.18,12.53,1,0,29,1,1,2,3,42.5,3,0,2,2,1,0,0,0,1,0,1,1,1
3997,2,3997,2,0,14.76,4.5,19.26,19.66,7405,1,2,4.19,386,396,19.32,46.43,38.18,12.53,1,0,29,1,1,2,3,42.5,3,0,2,2,1,0,0,0,1,0,1,1,1
3997,3,3997,3,0,16.76,4.5,21.26,11.24,7405,1,2,4.19,386,396,19.32,46.43,38.18,12.53,1,0,29,1,1,2,3,42.5,3,0,2,2,1,0,0,0,1,0,1,1,1
3997,4,3997,4,0,19.37,27.5,46.87,75,7405,1,2,4.19,386,396,19.32,46.43,38.18,12.53,1,0,29,1,1,2,3,42.5,3,0,2,2,1,0,0,0,1,0,1,1,1
3997,5,3997,5,0,22.55,4.5,27.05,0,7405,1,2,4.19,386,396,19.32,46.43,38.18,12.53,1,0,29,1,1,2,3,42.5,3,0,2,2,1,0,0,0,1,0,1,1,1
3998,1,3998,1,1,5.7,3.5,9.2,21.71,7406,3,2,2.14,392,387,13.63,93.04,14.07,37.74,1,1,38,1,1,2,4,55,3,0,2,2,0,1,1,0,1,0,1,1,1
3998,2,3998,2,0,10.7,3.5,14.2,10.86,7406,3,2,2.14,392,387,13.63,93.04,14.07,37.74,1,1,38,1,1,2,4,55,3,0,2,2,0,1,1,0,1,0,1,1,1
3998,3,3998,3,0,12.7,3.5,16.2,6.2,7406,3,2,2.14,392,387,13.63,93.04,14.07,37.74,1,1,38,1,1,2,4,55,3,0,2,2,0,1,1,0,1,0,1,1,1
3998,4,3998,4,0,1,22.7,23.7,75,7406,3,2,2.14,392,387,13.63,93.04,14.07,37.74,1,1,38,1,1,2,4,55,3,0,2,2,0,1,1,0,1,0,1,1,1
3998,5,3998,5,0,12.45,3.5,15.95,0,7406,3,2,2.14,392,387,13.63,93.04,14.07,37.74,1,1,38,1,1,2,4,55,3,0,2,2,0,1,1,0,1,0,1,1,1
3998,6,3998,6,0,0,0,46.3,0,7406,3,2,2.14,392,387,13.63,93.04,14.07,37.74,1,1,38,1,1,2,4,55,3,0,2,2,0,1,1,0,1,0,1,1,1
3999,1,3999,1,1,25.92,7,32.92,125.22,7407,2,2,13.23,497,326,17.39,38.39,0,32.19,1,0,35,1,0,2,5,37.5,3,1,1,2,2,1,0,0,0,0,2,1,1
3999,2,3999,2,0,28.72,7,35.72,62.61,7407,2,2,13.23,497,326,17.39,38.39,0,32.19,1,0,35,1,0,2,5,37.5,3,1,1,2,2,1,0,0,0,0,2,1,1
3999,3,3999,3,0,30.72,7,37.72,35.78,7407,2,2,13.23,497,326,17.39,38.39,0,32.19,1,0,35,1,0,2,5,37.5,3,1,1,2,2,1,0,0,0,0,2,1,1
3999,4,3999,4,0,50.12,49,99.12,75,7407,2,2,13.23,497,326,17.39,38.39,0,32.19,1,0,35,1,0,2,5,37.5,3,1,1,2,2,1,0,0,0,0,2,1,1
4000,1,4000,1,1,26.04,2.5,28.54,127.05,7408,2,2,13.99,496,396,15.29,7.69,38.18,12.53,1,0,42,1,0,6,4,112.5,4,1,2,3,0,0,1,0,1,0,3,1,1
4000,2,4000,2,0,28.94,2.5,31.44,63.53,7408,2,2,13.99,496,396,15.29,7.69,38.18,12.53,1,0,42,1,0,6,4,112.5,4,1,2,3,0,0,1,0,1,0,3,1,1
4000,3,4000,3,0,30.94,2.5,33.44,36.3,7408,2,2,13.99,496,396,15.29,7.69,38.18,12.53,1,0,42,1,0,6,4,112.5,4,1,2,3,0,0,1,0,1,0,3,1,1
4000,4,4000,4,0,40.69,37.72,78.41,75,7408,2,2,13.99,496,396,15.29,7.69,38.18,12.53,1,0,42,1,0,6,4,112.5,4,1,2,3,0,0,1,0,1,0,3,1,1
4001,1,4001,1,1,32.76,3,35.76,169.26,7409,1,2,18.04,420,276,33.5,4.23,53.19,4.72,1,1,45,1,0,1,2,67.5,5,1,1,2,0,0,0,0,0,0,1,1,1
4001,2,4001,2,0,33.96,3,36.96,84.63,7409,1,2,18.04,420,276,33.5,4.23,53.19,4.72,1,1,45,1,0,1,2,67.5,5,1,1,2,0,0,0,0,0,0,1,1,1
4001,3,4001,3,0,35.96,3,38.96,48.36,7409,1,2,18.04,420,276,33.5,4.23,53.19,4.72,1,1,45,1,0,1,2,67.5,5,1,1,2,0,0,0,0,0,0,1,1,1
4002,1,4002,1,1,4.8,2,6.8,16.66,7413,1,2,1.51,495,493,16.72,45.8,16.54,34.08,1,1,32,1,1,2,2,55,1,1,2,2,0,0,0,0,0,0,1,1,1
4002,2,4002,2,0,9.8,2,11.8,8.33,7413,1,2,1.51,495,493,16.72,45.8,16.54,34.08,1,1,32,1,1,2,2,55,1,1,2,2,0,0,0,0,0,0,1,1,1
4002,3,4002,3,0,11.8,2,13.8,4.76,7413,1,2,1.51,495,493,16.72,45.8,16.54,34.08,1,1,32,1,1,2,2,55,1,1,2,2,0,0,0,0,0,0,1,1,1
4002,4,4002,4,0,1.16,27.3,28.46,75,7413,1,2,1.51,495,493,16.72,45.8,16.54,34.08,1,1,32,1,1,2,2,55,1,1,2,2,0,0,0,0,0,0,1,1,1
4002,6,4002,6,0,0,0,32.2,0,7413,1,2,1.51,495,493,16.72,45.8,16.54,34.08,1,1,32,1,1,2,2,55,1,1,2,2,0,0,0,0,0,0,1,1,1
4003,1,4003,1,1,34.64,2.5,37.14,190.01,7414,2,2,20.19,492,278,21.64,3.77,13.55,12.62,1,1,24,1,1,2,2,12.5,10,0,2,2,0,0,0,0,0,0,1,1,1
4003,2,4003,2,0,35.94,2.5,38.44,95,7414,2,2,20.19,492,278,21.64,3.77,13.55,12.62,1,1,24,1,1,2,2,12.5,10,0,2,2,0,0,0,0,0,0,1,1,1
4003,3,4003,3,0,37.94,2.5,40.44,54.29,7414,2,2,20.19,492,278,21.64,3.77,13.55,12.62,1,1,24,1,1,2,2,12.5,10,0,2,2,0,0,0,0,0,0,1,1,1
4004,1,4004,1,1,20.86,2,22.86,109.44,7417,2,2,9.88,419,372,23.28,6.71,15.45,77.31,1,0,42,1,1,3,6,32.5,3,0,2,3,2,0,1,0,0,0,1.5,1,1
4004,2,4004,2,0,25.86,2,27.86,54.72,7417,2,2,9.88,419,372,23.28,6.71,15.45,77.31,1,0,42,1,1,3,6,32.5,3,0,2,3,2,0,1,0,0,0,1.5,1,1
4004,3,4004,3,0,27.86,2,29.86,31.27,7417,2,2,9.88,419,372,23.28,6.71,15.45,77.31,1,0,42,1,1,3,6,32.5,3,0,2,3,2,0,1,0,0,0,1.5,1,1
4004,4,4004,4,0,42.85,66.8,109.65,75,7417,2,2,9.88,419,372,23.28,6.71,15.45,77.31,1,0,42,1,1,3,6,32.5,3,0,2,3,2,0,1,0,0,0,1.5,1,1
4004,5,4004,5,0,62.75,2,64.75,0,7417,2,2,9.88,419,372,23.28,6.71,15.45,77.31,1,0,42,1,1,3,6,32.5,3,0,2,3,2,0,1,0,0,0,1.5,1,1
4005,1,4005,1,1,38.34,2.5,40.84,202.39,7418,1,2,21.73,486,275,22.94,19.45,15.91,16.58,1,0,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4005,2,4005,2,0,39.34,2.5,41.84,101.2,7418,1,2,21.73,486,275,22.94,19.45,15.91,16.58,1,0,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4005,3,4005,3,0,41.34,2.5,43.84,57.83,7418,1,2,21.73,486,275,22.94,19.45,15.91,16.58,1,0,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4006,1,4006,1,1,23.44,2.5,25.94,116.5,7418,2,2,13.24,486,451,22.94,19.45,16.01,21.26,1,1,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4006,2,4006,2,0,27.04,2.5,29.54,58.25,7418,2,2,13.24,486,451,22.94,19.45,16.01,21.26,1,1,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4006,3,4006,3,0,29.04,2.5,31.54,33.29,7418,2,2,13.24,486,451,22.94,19.45,16.01,21.26,1,1,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4006,4,4006,4,0,42.5,44.92,87.42,75,7418,2,2,13.24,486,451,22.94,19.45,16.01,21.26,1,1,30,1,0,2,2,87.5,8,1,2,2,0,0,0,0,0,0,1,1,1
4007,1,4007,1,1,9.74,2,11.74,38.98,7419,1,2,3.99,491,484,17.25,4.78,17.74,14.79,1,1,34,1,0,3,4,67.5,3,1,2,2,0,1,1,0,0,0,1.5,1,1
4007,2,4007,2,0,14.74,2,16.74,19.49,7419,1,2,3.99,491,484,17.25,4.78,17.74,14.79,1,1,34,1,0,3,4,67.5,3,1,2,2,0,1,1,0,0,0,1.5,1,1
4007,3,4007,3,0,16.74,2,18.74,11.14,7419,1,2,3.99,491,484,17.25,4.78,17.74,14.79,1,1,34,1,0,3,4,67.5,3,1,2,2,0,1,1,0,0,0,1.5,1,1
4007,4,4007,4,0,7.23,32.1,39.33,75,7419,1,2,3.99,491,484,17.25,4.78,17.74,14.79,1,1,34,1,0,3,4,67.5,3,1,2,2,0,1,1,0,0,0,1.5,1,1
4007,6,4007,6,0,0,0,81.8,0,7419,1,2,3.99,491,484,17.25,4.78,17.74,14.79,1,1,34,1,0,3,4,67.5,3,1,2,2,0,1,1,0,0,0,1.5,1,1
4008,1,4008,1,1,11.7,2,13.7,52.41,7420,2,2,5.46,490,498,13.67,3.61,16.43,26.37,1,1,26,1,0,2,2,87.5,1,1,2,2,0,0,0,0,0,0,1,1,1
4008,2,4008,2,0,16.7,2,18.7,26.2,7420,2,2,5.46,490,498,13.67,3.61,16.43,26.37,1,1,26,1,0,2,2,87.5,1,1,2,2,0,0,0,0,0,0,1,1,1
4008,3,4008,3,0,18.7,2,20.7,14.97,7420,2,2,5.46,490,498,13.67,3.61,16.43,26.37,1,1,26,1,0,2,2,87.5,1,1,2,2,0,0,0,0,0,0,1,1,1
4008,4,4008,4,0,10.85,27.76,38.61,75,7420,2,2,5.46,490,498,13.67,3.61,16.43,26.37,1,1,26,1,0,2,2,87.5,1,1,2,2,0,0,0,0,0,0,1,1,1
4008,5,4008,5,0,30.05,2,32.05,0,7420,2,2,5.46,490,498,13.67,3.61,16.43,26.37,1,1,26,1,0,2,2,87.5,1,1,2,2,0,0,0,0,0,0,1,1,1
4009,1,4009,1,1,6.88,5.5,12.38,128.08,7425,1,2,2.96,383,397,24.66,14.6,21.13,46.23,1,1,29,1,0,1,1,32.5,7,0,1,1,0,0,0,0,1,0,1,1,1
4009,2,4009,2,0,11.88,5.5,17.38,64.04,7425,1,2,2.96,383,397,24.66,14.6,21.13,46.23,1,1,29,1,0,1,1,32.5,7,0,1,1,0,0,0,0,1,0,1,1,1
4009,3,4009,3,0,13.88,5.5,19.38,36.59,7425,1,2,2.96,383,397,24.66,14.6,21.13,46.23,1,1,29,1,0,1,1,32.5,7,0,1,1,0,0,0,0,1,0,1,1,1
4009,4,4009,4,0,13.1,18.4,31.5,75,7425,1,2,2.96,383,397,24.66,14.6,21.13,46.23,1,1,29,1,0,1,1,32.5,7,0,1,1,0,0,0,0,1,0,1,1,1
4009,5,4009,5,0,16.1,5.5,21.6,0,7425,1,2,2.96,383,397,24.66,14.6,21.13,46.23,1,1,29,1,0,1,1,32.5,7,0,1,1,0,0,0,0,1,0,1,1,1
4009,6,4009,6,0,0,0,82.9,0,7425,1,2,2.96,383,397,24.66,14.6,21.13,46.23,1,1,29,1,0,1,1,32.5,7,0,1,1,0,0,0,0,1,0,1,1,1
4010,1,4010,1,1,4.16,2,6.16,9.59,7429,1,2,0.78,383,383,24.66,14.6,24.66,14.6,1,1,49,1,1,4,4,47.5,4,1,2,4,0,0,0,0,1,0,2,1,1
4010,2,4010,2,0,9.16,2,11.16,4.8,7429,1,2,0.78,383,383,24.66,14.6,24.66,14.6,1,1,49,1,1,4,4,47.5,4,1,2,4,0,0,0,0,1,0,2,1,1
4010,3,4010,3,0,11.16,2,13.16,2.74,7429,1,2,0.78,383,383,24.66,14.6,24.66,14.6,1,1,49,1,1,4,4,47.5,4,1,2,4,0,0,0,0,1,0,2,1,1
4010,4,4010,4,0,2.24,15.55,17.79,75,7429,1,2,0.78,383,383,24.66,14.6,24.66,14.6,1,1,49,1,1,4,4,47.5,4,1,2,4,0,0,0,0,1,0,2,1,1
4010,6,4010,6,0,0,0,17.6,0,7429,1,2,0.78,383,383,24.66,14.6,24.66,14.6,1,1,49,1,1,4,4,47.5,4,1,2,4,0,0,0,0,1,0,2,1,1
4011,1,4011,1,0,2.1,5,7.1,8.98,7431,2,2,0.83,397,396,21.13,46.23,38.18,12.53,1,1,26,1,0,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,2,1
4011,2,4011,2,1,7.1,5,12.1,4.49,7431,2,2,0.83,397,396,21.13,46.23,38.18,12.53,1,1,26,1,0,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,2,1
4011,3,4011,3,0,9.1,5,14.1,2.57,7431,2,2,0.83,397,396,21.13,46.23,38.18,12.53,1,1,26,1,0,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,2,1
4011,4,4011,4,0,4.36,18.16,22.52,75,7431,2,2,0.83,397,396,21.13,46.23,38.18,12.53,1,1,26,1,0,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,2,1
4011,6,4011,6,0,0,0,21.6,0,7431,2,2,0.83,397,396,21.13,46.23,38.18,12.53,1,1,26,1,0,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,2,1
4012,1,4012,1,1,5.8,4.5,10.3,35.23,7431,3,2,3.84,397,414,21.13,46.23,28.32,12.27,1,1,56,1,1,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,1,1
4012,2,4012,2,0,10.8,4.5,15.3,17.61,7431,3,2,3.84,397,414,21.13,46.23,28.32,12.27,1,1,56,1,1,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,1,1
4012,3,4012,3,0,12.8,4.5,17.3,10.07,7431,3,2,3.84,397,414,21.13,46.23,28.32,12.27,1,1,56,1,1,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,1,1
4012,4,4012,4,0,10.87,24.49,35.36,75,7431,3,2,3.84,397,414,21.13,46.23,28.32,12.27,1,1,56,1,1,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,1,1
4012,6,4012,6,0,0,0,81.3,0,7431,3,2,3.84,397,414,21.13,46.23,28.32,12.27,1,1,56,1,1,2,3,112.5,13,0,3,3,0,0,0,0,1,0,0.67,1,1
4013,1,4013,1,1,17.16,4.5,21.66,71.77,7435,1,2,7.76,386,318,19.32,46.43,21.97,15.07,1,0,24,1,1,2,2,55,8,0,2,2,0,0,0,0,0,0,1,1,1
4013,2,4013,2,0,22.16,4.5,26.66,35.88,7435,1,2,7.76,386,318,19.32,46.43,21.97,15.07,1,0,24,1,1,2,2,55,8,0,2,2,0,0,0,0,0,0,1,1,1
4013,3,4013,3,0,24.16,4.5,28.66,20.5,7435,1,2,7.76,386,318,19.32,46.43,21.97,15.07,1,0,24,1,1,2,2,55,8,0,2,2,0,0,0,0,0,0,1,1,1
4013,4,4013,4,0,22.77,44.06,66.83,152.85,7435,1,2,7.76,386,318,19.32,46.43,21.97,15.07,1,0,24,1,1,2,2,55,8,0,2,2,0,0,0,0,0,0,1,1,1
4013,5,4013,5,0,41.15,4.5,45.65,0,7435,1,2,7.76,386,318,19.32,46.43,21.97,15.07,1,0,24,1,1,2,2,55,8,0,2,2,0,0,0,0,0,0,1,1,1
4014,2,4014,2,0,14.3,5.5,19.8,21.97,7437,2,2,4.69,395,326,14.07,43.02,0,32.19,1,0,25,0,0,1,2,27.5,8,0,2,2,0,0,0,0,0,0,0.5,0,1
4014,3,4014,3,0,16.3,5.5,21.8,12.56,7437,2,2,4.69,395,326,14.07,43.02,0,32.19,1,0,25,0,0,1,2,27.5,8,0,2,2,0,0,0,0,0,0,0.5,0,1
4014,4,4014,4,1,17.98,52.32,70.3,75,7437,2,2,4.69,395,326,14.07,43.02,0,32.19,1,0,25,0,0,1,2,27.5,8,0,2,2,0,0,0,0,0,0,0.5,0,1
4015,2,4015,2,0,11.5,5,16.5,11.77,7438,1,2,2.45,401,395,90.31,51.28,14.07,43.02,0,1,42,1,0,0,1,47.5,7,0,1,1,0,0,0,0,1,0,0,0,1
4015,3,4015,3,0,13.5,5,18.5,6.73,7438,1,2,2.45,401,395,90.31,51.28,14.07,43.02,0,1,42,1,0,0,1,47.5,7,0,1,1,0,0,0,0,1,0,0,0,1
4015,4,4015,4,1,10.36,21.04,31.4,75,7438,1,2,2.45,401,395,90.31,51.28,14.07,43.02,0,1,42,1,0,0,1,47.5,7,0,1,1,0,0,0,0,1,0,0,0,1
4015,6,4015,6,0,0,0,54,0,7438,1,2,2.45,401,395,90.31,51.28,14.07,43.02,0,1,42,1,0,0,1,47.5,7,0,1,1,0,0,0,0,1,0,0,0,1
4016,1,4016,1,1,7.96,3,10.96,29.56,7441,1,2,2.92,384,374,13.25,32.5,18.29,20.72,1,0,39,1,0,2,1,42.5,7,1,1,1,0,0,0,0,0,0,2,1,1
4016,2,4016,2,0,12.96,3,15.96,14.78,7441,1,2,2.92,384,374,13.25,32.5,18.29,20.72,1,0,39,1,0,2,1,42.5,7,1,1,1,0,0,0,0,0,0,2,1,1
4016,3,4016,3,0,14.96,3,17.96,8.45,7441,1,2,2.92,384,374,13.25,32.5,18.29,20.72,1,0,39,1,0,2,1,42.5,7,1,1,1,0,0,0,0,0,0,2,1,1
4016,4,4016,4,0,7.83,36.3,44.13,75,7441,1,2,2.92,384,374,13.25,32.5,18.29,20.72,1,0,39,1,0,2,1,42.5,7,1,1,1,0,0,0,0,0,0,2,1,1
4016,6,4016,6,0,0,0,61.4,0,7441,1,2,2.92,384,374,13.25,32.5,18.29,20.72,1,0,39,1,0,2,1,42.5,7,1,1,1,0,0,0,0,0,0,2,1,1
4017,1,4017,1,1,10.28,2,12.28,64.35,7451,2,2,5.8,414,383,28.32,12.27,24.66,14.6,1,0,47,1,1,1,2,7.5,8,0,2,2,0,0,0,0,1,0,0.5,1,1
4017,2,4017,2,0,15.28,2,17.28,32.18,7451,2,2,5.8,414,383,28.32,12.27,24.66,14.6,1,0,47,1,1,1,2,7.5,8,0,2,2,0,0,0,0,1,0,0.5,1,1
4017,3,4017,3,0,17.28,2,19.28,18.39,7451,2,2,5.8,414,383,28.32,12.27,24.66,14.6,1,0,47,1,1,1,2,7.5,8,0,2,2,0,0,0,0,1,0,0.5,1,1
4017,4,4017,4,0,19.99,35.56,55.55,75,7451,2,2,5.8,414,383,28.32,12.27,24.66,14.6,1,0,47,1,1,1,2,7.5,8,0,2,2,0,0,0,0,1,0,0.5,1,1
4018,1,4018,1,1,21.2,5.5,26.7,142.14,7453,1,2,15.75,403,537,16.26,13.23,12.6,27.88,1,1,29,1,1,3,2,67.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
4018,2,4018,2,0,26.2,5.5,31.7,71.07,7453,1,2,15.75,403,537,16.26,13.23,12.6,27.88,1,1,29,1,1,3,2,67.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
4018,3,4018,3,0,28.2,5.5,33.7,40.61,7453,1,2,15.75,403,537,16.26,13.23,12.6,27.88,1,1,29,1,1,3,2,67.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
4018,4,4018,4,0,36.95,54.21,91.16,125,7453,1,2,15.75,403,537,16.26,13.23,12.6,27.88,1,1,29,1,1,3,2,67.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
4019,1,4019,1,1,20.54,6.5,27.04,85.72,7454,1,2,9.3,384,293,13.25,32.5,43.31,32.29,1,1,33,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4019,2,4019,2,0,24.14,6.5,30.64,45.47,7454,1,2,9.3,384,293,13.25,32.5,43.31,32.29,1,1,33,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4019,3,4019,3,0,26.14,6.5,32.64,25.99,7454,1,2,9.3,384,293,13.25,32.5,43.31,32.29,1,1,33,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4019,4,4019,4,0,24.75,27.38,52.13,159.04,7454,1,2,9.3,384,293,13.25,32.5,43.31,32.29,1,1,33,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4019,5,4019,5,0,49.15,6.5,55.65,0,7454,1,2,9.3,384,293,13.25,32.5,43.31,32.29,1,1,33,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4020,1,4020,1,1,16.88,3,19.88,98.27,7454,2,2,10.71,384,432,13.25,32.5,18.49,15.66,1,0,39,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4020,2,4020,2,0,21.88,3,24.88,49.14,7454,2,2,10.71,384,432,13.25,32.5,18.49,15.66,1,0,39,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4020,3,4020,3,0,23.88,3,26.88,28.08,7454,2,2,10.71,384,432,13.25,32.5,18.49,15.66,1,0,39,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4020,4,4020,4,0,40.56,32.9,73.46,75,7454,2,2,10.71,384,432,13.25,32.5,18.49,15.66,1,0,39,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4020,5,4020,5,0,56.35,3,59.35,0,7454,2,2,10.71,384,432,13.25,32.5,18.49,15.66,1,0,39,1,0,2,2,145,1,1,2,2,0,0,0,0,0,0,1,1,1
4021,1,4021,1,1,12.42,4.5,16.92,64.62,7455,1,2,6.97,384,417,13.25,32.5,34.62,10.09,1,0,26,1,0,1,1,42.5,7,0,1,1,0,0,0,0,1,0,1,1,1
